"","Genus_species","Easting","Northing"
"1283","Echinocereus engelmannii",609321.193075337,3900200.20238194
"1284","Echinocereus engelmannii",609308.6527743,3900131.40037055
"1285","Echinocereus engelmannii",609368.450242052,3900168.05148226
"1286","Echinocereus engelmannii",608876.159320235,3899838.66682266
"1287","Echinocereus engelmannii",609314.917986882,3900148.45387046
"1288","Echinocereus engelmannii",609303.509528204,3900119.81426414
"1289","Echinocereus engelmannii",609275.830972396,3899858.34352794
"1290","Echinocereus engelmannii",609288.998749632,3899829.35418367
"1291","Echinocereus engelmannii",609683.55066693,3899415.70738366
"1292","Echinocereus engelmannii",609772.110412031,3899445.40144598
"1293","Echinocereus engelmannii",609703.117543766,3899445.78375631
"1294","Echinocereus engelmannii",609763.791071195,3899455.94919647
"1295","Echinocereus engelmannii",609681.093641432,3899453.17023366
"1296","Echinocereus engelmannii",609681.965403538,3899463.82962223
"1297","Echinocereus engelmannii",609726.856991258,3899491.99498393
"1298","Echinocereus engelmannii",609679.000084785,3899498.18040284
"1299","Echinocereus engelmannii",609700.318996448,3899503.87452555
"1300","Echinocereus engelmannii",609722.009192977,3899501.47567571
"1301","Echinocereus engelmannii",609735.850545808,3899500.86728248
"1302","Echinocereus engelmannii",609748.49678395,3899501.24272083
"1303","Echinocereus engelmannii",609770.167412394,3899492.96471683
"1304","Echinocereus engelmannii",609776.422231083,3899510.01224658
"1305","Echinocereus engelmannii",609749.627986831,3899513.01452201
"1306","Echinocereus engelmannii",609740.44513,3899512.23744252
"1307","Echinocereus engelmannii",609681.654681055,3899504.42442915
"1308","Echinocereus engelmannii",608896.941581194,3899806.63200791
"1309","Echinocereus engelmannii",608908.094176809,3899711.9257461
"1310","Echinocereus engelmannii",608884.241301209,3899833.43366613
"1311","Echinocereus engelmannii",608876.169505142,3899838.66078291
"1312","Echinocereus engelmannii",609655.509397594,3899813.92090157
"1313","Echinocereus engelmannii",609605.128766353,3899743.20493093
"1314","Echinocereus engelmannii",609627.51825684,3899720.62599091
"1315","Echinocereus engelmannii",609631.228959184,3899722.33489069
"1316","Echinocereus engelmannii",609651.380549311,3899726.68365311
"1317","Echinocereus engelmannii",609655.832682816,3899727.2923101
"1318","Echinocereus engelmannii",609664.633002468,3899797.06009195
"1319","Echinocereus engelmannii",609673.316765623,3899756.45597545
"1320","Echinocereus engelmannii",609618.47134984,3899731.16503653
"1321","Echinocereus engelmannii",609591.760752732,3899734.83432035
"1322","Echinocereus engelmannii",609587.239145653,3899732.45005105
"1323","Echinocereus engelmannii",609279.769600575,3900074.03549136
"1324","Echinocereus engelmannii",609275.947408439,3900089.07505837
"1325","Echinocereus engelmannii",609299.756145514,3900031.79299616
"1326","Echinocereus engelmannii",609305.188951784,3900034.0772248
"1327","Echinocereus engelmannii",609327.341295139,3900053.53529565
"1328","Echinocereus engelmannii",609341.772015396,3900049.27293666
"1329","Echinocereus engelmannii",609343.430040465,3900047.62912833
"1330","Echinocereus engelmannii",609359.882186265,3900056.81319204
"1331","Echinocereus engelmannii",609369.615839727,3900057.15287235
"1332","Echinocereus engelmannii",609369.112417275,3900031.07939492
"1333","Echinocereus engelmannii",609377.512160636,3900058.91234418
"1334","Echinocereus engelmannii",609375.970324345,3900065.99288008
"1335","Echinocereus engelmannii",608998.429140496,3899805.63727772
"1336","Echinocereus engelmannii",608990.288998627,3899808.97774912
"1337","Echinocereus engelmannii",608982.017706674,3899808.10150247
"1338","Echinocereus engelmannii",608978.278834684,3899808.72195355
"1339","Echinocereus engelmannii",608971.41933861,3899811.52326434
"1340","Echinocereus engelmannii",609019.708872912,3899822.08904585
"1341","Echinocereus engelmannii",609005.659361921,3899847.54316816
"1342","Echinocereus engelmannii",609001.56321104,3899847.60467441
"1343","Echinocereus engelmannii",608991.245895277,3899850.36425358
"1344","Echinocereus engelmannii",608985.910588982,3899847.52677309
"1345","Echinocereus engelmannii",609043.617905716,3899877.06352556
"1346","Echinocereus engelmannii",609069.429848596,3899879.92636365
"1347","Echinocereus engelmannii",609007.999842412,3899894.9363144
"1348","Echinocereus engelmannii",608985.758155619,3899890.34192012
"1349","Echinocereus engelmannii",609629.338811054,3899908.11151775
"1350","Echinocereus engelmannii",609617.842113317,3899895.54840913
"1351","Echinocereus engelmannii",609622.812389906,3899890.94985879
"1352","Echinocereus engelmannii",609614.525066477,3899891.4039353
"1353","Echinocereus engelmannii",609611.514140053,3899892.03295667
"1354","Echinocereus engelmannii",609592.383064979,3899901.11858611
"1355","Echinocereus engelmannii",609670.487637619,3899869.56526657
"1356","Echinocereus engelmannii",609621.113442915,3899843.45329526
"1357","Echinocereus engelmannii",609571.297329045,3899861.26258109
"1358","Echinocereus engelmannii",609657.130641405,3899822.8145881
"1359","Echinocereus engelmannii",608788.223355745,3900234.26840954
"1360","Echinocereus engelmannii",608828.730369354,3900210.79653828
"1361","Echinocereus engelmannii",608840.935269733,3900285.48506444
"1362","Echinocereus engelmannii",609108.452407642,3900205.62938973
"1363","Echinocereus engelmannii",608833.720487279,3900302.70241561
"1364","Echinocereus engelmannii",608871.707376565,3900359.95367834
"1365","Echinocereus engelmannii",609069.915753012,3900216.58930614
"1366","Echinocereus engelmannii",609126.57561222,3900227.14588573
"1367","Echinocereus engelmannii",609138.080077653,3900269.21450164
"1368","Echinocereus engelmannii",609571.137888697,3899424.10500321
"1369","Echinocereus engelmannii",609547.595770868,3899444.11884524
"1370","Echinocereus engelmannii",609475.73762277,3899448.12867895
"1371","Echinocereus engelmannii",609511.541882607,3899452.66675311
"1372","Echinocereus engelmannii",609548.651035748,3899454.66951469
"1373","Echinocereus engelmannii",609559.237515443,3899459.78949049
"1374","Echinocereus engelmannii",609511.804670509,3899468.53221262
"1375","Echinocereus engelmannii",609580.436880273,3899475.35420242
"1376","Echinocereus engelmannii",609556.744677978,3899477.72911944
"1377","Echinocereus engelmannii",609581.267062215,3899489.45174921
"1378","Echinocereus engelmannii",609301.766639071,3900174.02318784
"1379","Echinocereus engelmannii",609321.197981344,3900200.21476632
"1380","Echinocereus engelmannii",609368.455148012,3900168.06386666
"1381","Echinocereus engelmannii",609314.003390338,3900147.992941
"1382","Echinocereus engelmannii",609302.978166542,3900119.01903513
"1383","Echinocereus triglochidiatus",608904.916073967,3899726.42474695
"1384","Echinocereus triglochidiatus",609171.142801903,3900055.202203
"1385","Echinocereus triglochidiatus",609429.994626987,3899905.9968122
"1386","Echinocereus triglochidiatus",608904.916148235,3899726.41858536
"1387","Encelia farinosa",608791.805053384,3899710.08726433
"1388","Encelia farinosa",608860.690429064,3899710.45476522
"1389","Encelia farinosa",608899.533004318,3899711.60070831
"1390","Encelia farinosa",608907.449634149,3899719.67654871
"1391","Encelia farinosa",608902.028425628,3899716.40671251
"1392","Encelia farinosa",608899.275861313,3899718.25309521
"1393","Encelia farinosa",608895.127809476,3899716.3235429
"1394","Encelia farinosa",608903.274557244,3899726.28171177
"1395","Encelia farinosa",608896.566853491,3899724.87593123
"1396","Encelia farinosa",609370.059224936,3900170.87490016
"1397","Encelia farinosa",608878.687568009,3899878.50696228
"1398","Encelia farinosa",608878.894697968,3899884.39463466
"1399","Encelia farinosa",608889.128482984,3899895.27151023
"1400","Encelia farinosa",609286.289409004,3899850.61284177
"1401","Encelia farinosa",608899.543115115,3899711.60083017
"1402","Encelia farinosa",608907.454615276,3899719.68277124
"1403","Encelia farinosa",608902.03355529,3899716.40061185
"1404","Encelia farinosa",608899.280916709,3899718.25315614
"1405","Encelia farinosa",608895.117772944,3899716.31725945
"1406","Encelia farinosa",608903.27953837,3899726.2879343
"1407","Encelia farinosa",608896.561798098,3899724.8758703
"1408","Encelia farinosa",608877.971267803,3899877.94986876
"1409","Encelia farinosa",608877.988753223,3899884.05094281
"1410","Encelia farinosa",608888.959202028,3899895.05378293
"1411","Encelia farinosa",609308.154300504,3900112.4261608
"1412","Encelia farinosa",608991.245895277,3899850.36425358
"1413","Encelia farinosa",609005.988577532,3899895.68852201
"1414","Encelia farinosa",609646.19090225,3899824.34569746
"1415","Encelia farinosa",608865.915839626,3900243.9674071
"1416","Encelia farinosa",609124.267317912,3900229.89112627
"1417","Encelia farinosa",609138.080077653,3900269.21450164
"1418","Encelia farinosa",609532.297605034,3899482.313448
"1419","Encelia farinosa",609578.718615098,3899496.96374653
"1420","Encelia farinosa",609554.692054813,3899496.8942617
"1421","Encelia farinosa",609370.059448722,3900170.85641536
"1422","Ephedra viridis",608844.844600789,3899703.73162935
"1423","Ephedra viridis",609135.159963093,3900014.15660871
"1424","Ephedra viridis",609138.037872672,3900054.24759851
"1425","Ephedra viridis",608902.028425628,3899716.40671251
"1426","Ephedra viridis",608904.916073967,3899726.42474695
"1427","Ephedra viridis",608883.125574237,3899782.9494463
"1428","Ephedra viridis",608890.60482221,3899804.23853985
"1429","Ephedra viridis",609461.001413118,3899906.98867175
"1430","Ephedra viridis",608896.946710804,3899806.62590725
"1431","Ephedra viridis",609028.491226773,3899841.36653174
"1432","Ephedra viridis",608985.676673164,3899836.32054371
"1433","Ephedra viridis",608994.047366602,3899852.84455781
"1434","Ephedra viridis",608992.52076163,3899866.22955915
"1435","Ephedra viridis",608999.310523281,3899890.16031078
"1436","Ephedra viridis",609005.459379395,3899847.77493006
"1437","Ephedra viridis",609010.116223884,3899841.05237513
"1438","Ephedra viridis",609017.415613851,3899808.07868281
"1439","Ephedra viridis",609308.6527743,3900131.40037055
"1440","Ephedra viridis",609368.450242052,3900168.05148226
"1441","Ephedra viridis",609370.059224936,3900170.87490016
"1442","Ephedra viridis",608889.128482984,3899895.27151023
"1443","Ephedra viridis",608905.596324901,3899881.8200853
"1444","Ephedra viridis",609272.92971741,3900158.82271074
"1445","Ephedra viridis",609282.189871793,3899859.31400205
"1446","Ephedra viridis",609285.312717419,3899893.73851515
"1447","Ephedra viridis",609282.685007006,3899908.25022697
"1448","Ephedra viridis",609285.289537452,3899910.28454317
"1449","Ephedra viridis",609300.069421573,3899810.72329635
"1450","Ephedra viridis",609774.68244996,3899413.48625988
"1451","Ephedra viridis",609755.680275581,3899419.35631796
"1452","Ephedra viridis",609733.255719076,3899414.75789573
"1453","Ephedra viridis",609708.325655364,3899414.12241343
"1454","Ephedra viridis",609699.106342431,3899416.33991422
"1455","Ephedra viridis",609688.160720643,3899418.31461888
"1456","Ephedra viridis",609683.55066693,3899415.70738366
"1457","Ephedra viridis",609682.175696141,3899424.01007422
"1458","Ephedra viridis",609689.781224674,3899419.77631568
"1459","Ephedra viridis",609714.707232379,3899420.74447337
"1460","Ephedra viridis",609740.332954302,3899424.05062456
"1461","Ephedra viridis",609764.266030088,3899424.34131031
"1462","Ephedra viridis",609777.660692029,3899438.03689017
"1463","Ephedra viridis",609738.296686235,3899434.34192915
"1464","Ephedra viridis",609734.089128184,3899436.06563391
"1465","Ephedra viridis",609681.584185521,3899442.74923117
"1466","Ephedra viridis",609700.184556767,3899439.98004497
"1467","Ephedra viridis",609716.78371244,3899444.61857864
"1468","Ephedra viridis",609755.776200111,3899441.43157834
"1469","Ephedra viridis",609768.516831114,3899434.04343055
"1470","Ephedra viridis",609778.983924728,3899441.49164427
"1471","Ephedra viridis",609772.110412031,3899445.40144598
"1472","Ephedra viridis",609758.615457187,3899447.45602075
"1473","Ephedra viridis",609739.051792444,3899447.10748545
"1474","Ephedra viridis",609725.491437746,3899447.05373832
"1475","Ephedra viridis",609691.145926044,3899442.31067151
"1476","Ephedra viridis",609778.79798212,3899456.79705121
"1477","Ephedra viridis",609763.791071195,3899455.94919647
"1478","Ephedra viridis",609752.579215553,3899457.36596252
"1479","Ephedra viridis",609735.883123744,3899460.71279135
"1480","Ephedra viridis",609727.538067179,3899458.39295006
"1481","Ephedra viridis",609725.644576376,3899456.92793106
"1482","Ephedra viridis",609716.449541346,3899457.14905608
"1483","Ephedra viridis",609681.093641432,3899453.17023366
"1484","Ephedra viridis",609697.793995694,3899464.46546631
"1485","Ephedra viridis",609710.528591177,3899465.06377244
"1486","Ephedra viridis",609732.135379564,3899469.5412869
"1487","Ephedra viridis",609757.207482606,3899465.96341167
"1488","Ephedra viridis",609768.020299643,3899467.42585725
"1489","Ephedra viridis",609771.224157168,3899465.91182567
"1490","Ephedra viridis",609759.40103979,3899480.18847013
"1491","Ephedra viridis",609749.108641413,3899480.83993217
"1492","Ephedra viridis",609738.065349573,3899483.36801341
"1493","Ephedra viridis",609726.856991258,3899491.99498393
"1494","Ephedra viridis",609705.062869563,3899487.95890605
"1495","Ephedra viridis",609703.871795274,3899488.60999605
"1496","Ephedra viridis",609693.876646546,3899487.26847778
"1497","Ephedra viridis",609683.746614971,3899482.04295564
"1498","Ephedra viridis",609700.318996448,3899503.87452555
"1499","Ephedra viridis",609722.009192977,3899501.47567571
"1500","Ephedra viridis",609735.850545808,3899500.86728248
"1501","Ephedra viridis",609748.49678395,3899501.24272083
"1502","Ephedra viridis",609758.884200183,3899500.25963774
"1503","Ephedra viridis",609770.167412394,3899492.96471683
"1504","Ephedra viridis",609776.422231083,3899510.01224658
"1505","Ephedra viridis",609763.817155999,3899513.74149812
"1506","Ephedra viridis",609720.679406642,3899513.55036439
"1507","Ephedra viridis",609698.11156064,3899513.27635939
"1508","Ephedra viridis",609692.421683928,3899509.65768249
"1509","Ephedra viridis",608896.941581194,3899806.63200791
"1510","Ephedra viridis",608902.03355529,3899716.40061185
"1511","Ephedra viridis",608904.916148235,3899726.41858536
"1512","Ephedra viridis",608883.120518878,3899782.94938537
"1513","Ephedra viridis",608890.599915383,3899804.22615573
"1514","Ephedra viridis",609028.485948382,3899841.38495552
"1515","Ephedra viridis",608985.681728493,3899836.32060469
"1516","Ephedra viridis",608994.037330289,3899852.83827424
"1517","Ephedra viridis",608992.51050234,3899866.24176037
"1518","Ephedra viridis",608999.32048521,3899890.17275595
"1519","Ephedra viridis",609005.474694045,3899847.76278985
"1520","Ephedra viridis",609010.106113228,3899841.05225314
"1521","Ephedra viridis",609017.420594853,3899808.0849054
"1522","Ephedra viridis",609467.981168573,3899908.04075062
"1523","Ephedra viridis",608888.959202028,3899895.05378293
"1524","Ephedra viridis",608904.963510903,3899881.04830881
